epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
244,42501.92979452055,42501.92979452055,45525.09215539384,45525.09215539384
245,42519.465860445205,42519.465860445205,45190.37913099315,45190.37913099315
246,42489.67664276541,42489.67664276541,45562.45698309076,45562.45698309076
247,42533.29469713185,42533.29469713185,45521.07809289383,45521.07809289383
248,42473.74446703767,42473.74446703767,45587.20729880137,45587.20729880137
249,42518.33429473459,42518.33429473459,45053.20349422089,45053.20349422089
250,42510.93553082192,42510.93553082192,45473.26721425514,45473.26721425514
251,42528.28715753424,42528.28715753424,45035.15996361301,45035.15996361301
252,42482.34130458048,42482.34130458048,44954.06242508562,44954.06242508562
253,42509.5281838613,42509.5281838613,45160.55023009418,45160.55023009418
254,42501.23995077055,42501.23995077055,45459.57379066781,45459.57379066781
255,42486.846441566784,42486.846441566784,45131.59977525685,45131.59977525685
256,42502.52162885274,42502.52162885274,44918.33538099315,44918.33538099315
257,42506.10650684931,42506.10650684931,45259.92445954623,45259.92445954623
258,42508.81142979452,42508.81142979452,45005.28708797089,45005.28708797089
259,42476.65825663527,42476.65825663527,46287.23408604452,46287.23408604452
260,42469.35791416952,42469.35791416952,44846.039399614725,44846.039399614725
261,42467.067936643834,42467.067936643834,44804.93870933219,44804.93870933219
262,42529.20526541096,42529.20526541096,45673.11399828767,45673.11399828767
263,42508.046580693495,42508.046580693495,45317.86566780822,45317.86566780822
264,42481.31728916952,42481.31728916952,46119.34530714897,46119.34530714897
265,42469.327670162675,42469.327670162675,45722.80517979452,45722.80517979452
266,42470.42451840753,42470.42451840753,45159.34838398972,45159.34838398972
267,42500.65682255993,42500.65682255993,45071.13780500856,45071.13780500856
268,42456.05851348459,42456.05851348459,45018.73345462329,45018.73345462329
269,42470.63392016267,42470.63392016267,45251.09436536815,45251.09436536815
270,42535.36072345891,42535.36072345891,44723.75330693493,44723.75330693493
271,42489.43144263699,42489.43144263699,45514.52020547945,45514.52020547945
272,42472.25391160103,42472.25391160103,45242.19423159247,45242.19423159247
273,42470.67323416096,42470.67323416096,45667.12192851027,45667.12192851027
274,42501.24872110445,42501.24872110445,45261.72178938356,45261.72178938356
275,42497.97882598459,42497.97882598459,45518.91050941781,45518.91050941781
276,42511.00841181507,42511.00841181507,45273.55149828767,45273.55149828767
277,42501.75321596747,42501.75321596747,46157.854013270546,46157.854013270546
