epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
177,12364.272072988013,12364.272072988013,11569.934761550923,11569.934761550923
178,12317.01664838399,12317.01664838399,12308.499001546934,12308.499001546934
179,12245.980154377141,12245.980154377141,11711.75761761315,11711.75761761315
180,12393.969954589236,12393.969954589236,12095.949542547965,12095.949542547965
181,12333.203361539734,12333.203361539734,12418.860281938336,12418.860281938336
182,11993.274716882004,11993.274716882004,12585.849001911776,12585.849001911776
183,12159.529791845034,12159.529791845034,15964.163360785726,15964.163360785726
184,12058.850843759728,12058.850843759728,11619.997930125312,11619.997930125312
185,12454.253456885313,12454.253456885313,11941.398739711434,11941.398739711434
186,12456.563957546894,12456.563957546894,11841.378518300513,11841.378518300513
187,11978.294582875253,11978.294582875253,11857.394755020237,11857.394755020237
188,12252.90038576043,12252.90038576043,11525.511508053296,11525.511508053296
189,12237.504855449291,12237.504855449291,12973.108138487021,12973.108138487021
190,12335.753782811527,12335.753782811527,12346.520913092018,12346.520913092018
191,12363.919481631383,12363.919481631383,11900.25269223566,11900.25269223566
192,12040.263631742295,12040.263631742295,11904.712536119436,11904.712536119436
193,11987.07652881285,11987.07652881285,13088.066993646871,13088.066993646871
194,12172.425448635002,12172.425448635002,12855.220772141092,12855.220772141092
195,11919.696798018174,11919.696798018174,11965.022183048917,11965.022183048917
196,12004.797743933881,12004.797743933881,11661.926705518368,11661.926705518368
197,11931.162354427732,11931.162354427732,12933.547232393903,12933.547232393903
198,11924.331047998716,11924.331047998716,13788.594393947502,13788.594393947502
199,11723.431695351417,11723.431695351417,18385.41896781114,18385.41896781114
200,12433.028105055262,12433.028105055262,11864.2545894181,11864.2545894181
201,11874.46903700965,11874.46903700965,12199.174220330986,12199.174220330986
202,11954.898976859238,11954.898976859238,11389.447922341998,11389.447922341998
203,12009.169056589548,12009.169056589548,11424.412156804561,11424.412156804561
204,11921.088193444504,11921.088193444504,11616.384767145179,11616.384767145179
205,12012.08937492703,12012.08937492703,13305.172990202755,13305.172990202755
206,11971.68771160881,11971.68771160881,13566.937019623676,13566.937019623676
