Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed
4,17,18,30,0,30,38,60,44,2,34.00758832077577,951.0321044921875,13.2765638156275,84.55032678305606,1.4909857760445628,0.0,232.9358673095703,2.8818256855010986
4,17,19,0,0,0,0,0,0,2,32.64861004929139,951.8463745117188,15.059371610120253,97.85504401187762,1.4978681078555038,0.0,236.1092529296875,3.2312560081481934
4,17,20,0,0,0,0,0,0,3,31.640786835303288,952.353515625,16.40745391207934,110.71128927910802,1.499669811293586,0.0,241.94615173339844,3.450443983078003
4,17,21,0,0,0,0,0,0,3,30.69932625389265,952.6104736328125,17.537343729858275,122.76736752096333,1.4967468999927727,0.0,247.5011749267578,3.567902088165283
4,17,22,0,0,0,0,0,0,3,29.82610297716957,952.5324096679688,18.529030591636115,133.36060520379024,1.4762827187012995,0.0,251.33795166015625,3.573862314224243
4,17,23,0,0,0,0,0,0,3,29.013148742792794,952.1512451171875,19.503668980410747,141.24435272295153,1.4422324387341474,0.0,254.57736206054688,3.5145578384399414
4,18,0,0,0,0,0,0,0,3,28.24865642247852,952.00341796875,20.419253317958123,144.54554690682428,1.4000740315422455,0.0,258.0498352050781,3.4004099369049072
4,18,1,0,0,0,0,0,0,3,27.513685314199222,951.8051147460938,21.28010490992078,142.04365563159504,1.3583606408362998,0.0,262.70599365234375,3.2584891319274902
4,18,2,0,0,0,0,0,0,3,26.877149314823498,951.4672241210938,21.819052015270586,134.6930734486038,1.3215034371750236,0.0,268.84600830078125,3.202425479888916
4,18,3,0,0,0,0,0,0,3,26.239847635293813,951.7306518554688,22.453535832267576,124.39317982736071,1.2705466572659532,0.0,275.38677978515625,3.1432971954345703
4,18,4,0,0,0,0,0,0,3,25.618838103499,952.4390258789062,23.23480832937873,112.49449731197114,1.2205993085103433,0.0,280.86810302734375,3.033895492553711
4,18,5,0,0,0,0,0,0,3,25.041381651461847,953.0166015625,24.19536106750893,99.72437167173767,1.1706726916938708,0.0,284.124755859375,2.859153985977173
4,18,6,22,21,23,22,21,23,2,26.58727813777898,953.4794921875,21.761677404035698,86.46494987672146,1.1202188435747558,0.0,285.5934143066406,2.59204363822937
4,18,7,128,284,212,118,362,224,2,30.2506168526063,954.3934936523438,16.911702752409397,72.94369998375052,1.0688605478636715,0.0,285.811279296875,1.9652658700942993
4,18,8,185,534,458,170,578,466,1,35.44836199697454,955.0534057617188,11.556435806817529,59.31361614172077,1.0190435936944284,0.0,263.385009765625,1.198566198348999
4,18,9,195,690,677,202,697,689,-1,39.48086016043192,955.153564453125,7.839945589437734,45.738231438579255,0.993073359089922,0.0,212.63999938964844,1.1393113136291504
4,18,10,224,735,844,223,765,868,-2,41.63637240240814,954.7756958007812,6.367324045914134,32.506690034213975,0.9709495111073472,0.0,201.28936767578125,1.4877955913543701
4,18,11,229,790,969,234,801,985,-3,42.985005163127084,953.8571166992188,5.518245369382551,20.509843312432636,0.9536272921021718,0.0,205.01089477539062,1.7567194700241089
4,18,12,237,790,1005,238,813,1028,-4,43.616138001110244,953.0562133789062,5.094437536736307,13.726180809301965,0.9484068883523161,0.0,216.16110229492188,1.9665170907974243
4,18,13,230,793,980,235,804,996,-4,43.52637706908729,952.3690185546875,5.019462539578007,19.01141277965914,0.9574279615779683,0.0,229.83029174804688,2.1727142333984375
4,18,14,216,764,874,225,772,889,-4,42.86139586729297,951.7158203125,5.222455943275821,30.63451147285008,0.9768170013082765,0.0,239.20408630371094,2.2519216537475586
4,18,15,210,686,706,206,710,719,-3,41.554941877056706,951.3331909179688,5.713692098353174,43.764096785063366,0.9923376737826578,0.0,245.6215362548828,2.2757973670959473
4,18,16,193,553,492,176,600,501,-3,39.55947828220923,951.5023193359375,6.576668379505993,57.3051041025928,1.0064585510010076,0.0,250.02383422851562,2.334761142730713
4,18,17,153,289,248,128,404,260,-2,36.95855335079642,951.5673217773438,7.963814670474923,70.92711540297933,1.0208314404288579,0.0,250.56602478027344,2.462650775909424
4,18,18,31,0,31,39,64,46,-1,33.8225633672734,952.2822265625,10.62692346007345,84.45791857608769,1.0376797200942263,0.0,246.1968994140625,2.959639072418213
4,18,19,0,0,0,0,0,0,0,32.48015578586637,952.9163818359375,12.38702991072464,97.745055126165,1.0573040432842518,0.0,246.46112060546875,3.4505348205566406
4,18,20,0,0,0,0,0,0,0,31.44866756039272,953.2362060546875,13.835314647492591,110.57422345377202,1.0809672079056372,0.0,250.36402893066406,3.715029239654541
4,18,21,0,0,0,0,0,0,1,30.55351427836382,953.6654663085938,15.299064011482544,122.59087930492436,1.1106791325195031,0.0,253.93800354003906,3.8125922679901123
4,18,22,0,0,0,0,0,0,1,29.80978772070779,953.6782836914062,16.617871878684216,133.12938230121196,1.1324201363878912,0.0,254.85223388671875,3.7803306579589844
4,18,23,0,0,0,0,0,0,2,29.201941774064665,953.5714111328125,17.710514729506947,140.94733899007662,1.1541700953917637,0.0,256.579833984375,3.760899305343628
4,19,0,0,0,0,0,0,0,2,28.52327841703209,953.2516479492188,18.764002638317518,144.19945260928736,1.183619226310906,0.0,260.302490234375,3.8611550331115723
4,19,1,0,0,0,0,0,0,2,27.79917936289212,953.2470703125,19.96929927910279,141.699305094147,1.2052184388681808,0.0,264.44195556640625,3.944373607635498
4,19,2,0,0,0,0,0,0,3,27.08626045633406,953.0748901367188,21.38981916886587,134.38611373085539,1.2036987071613379,0.0,269.46026611328125,3.7479658126831055
4,19,3,0,0,0,0,0,0,3,26.383658474996423,952.8778076171875,23.185600995074772,124.12734180284093,1.186812871592597,0.0,274.75286865234375,3.4430291652679443
4,19,4,0,0,0,0,0,0,4,25.721006034436243,953.1041259765625,25.329713553362925,112.26165321717168,1.1728974806698813,0.0,280.2669677734375,3.211294651031494
4,19,5,0,0,0,0,0,0,5,24.924177471464873,953.7067260742188,28.404437773356022,99.51555606436811,1.1786832106686198,0.0,286.35675048828125,3.143455743789673
4,19,6,22,0,22,23,24,25,6,26.25992564778136,954.5971069335938,28.156405153160552,86.27255839791012,1.201080582490718,0.0,292.42486572265625,3.0596604347229004
4,19,7,118,340,219,118,362,226,7,29.84093760543186,955.3352661132812,24.548914524143132,72.76075533903548,1.2281871417757426,0.0,296.7559814453125,2.4937148094177246
4,19,8,186,535,461,170,574,464,6,35.04343353946956,955.66357421875,17.29232019488587,59.132849264739946,1.248257069434933,0.0,292.2171630859375,2.3404688835144043
4,19,9,201,690,685,201,690,685,4,39.14334633425466,955.6748046875,11.706754894388965,45.549584288684365,1.2569791160202595,0.0,279.72149658203125,1.6635786294937134
4,19,10,215,753,852,221,757,861,2,41.76008784910431,955.3974609375,9.351837453005798,32.29217689059074,1.2658034187853193,0.0,261.537353515625,1.313832402229309
4,19,11,227,790,969,232,791,975,1,43.45624257723938,954.7646484375,7.904958920621579,20.231631271203923,1.2796631924486532,0.0,241.1038360595703,1.2448714971542358
4,19,12,234,801,1014,236,803,1018,0,44.31612411201502,953.692138671875,7.051091144295729,13.37693508136259,1.2983440558978345,0.0,226.16375732421875,1.4268146753311157
4,19,13,230,793,981,233,793,985,0,44.30066995343128,952.96484375,6.655298239126411,18.79241951096357,1.3180817390691786,0.0,221.84799194335938,1.7052159309387207
4,19,14,223,762,879,223,762,879,0,43.534717154453915,951.84716796875,6.5062597519474155,30.506885303149794,1.3285903134712553,0.0,223.21942138671875,1.9819293022155762
4,19,15,204,701,711,204,701,711,-1,42.116027051411436,951.4188842773438,6.664225416875101,43.67127357279339,1.3152691283498026,0.0,229.19866943359375,2.2646782398223877
4,19,16,176,585,493,175,593,496,-1,40.05584674219341,951.2470703125,7.240179950038817,57.2234201891923,1.3000737282217294,0.0,235.9288787841797,2.5397839546203613
4,19,17,152,311,255,127,400,258,-1,37.55910176390921,951.3414916992188,8.218908377230127,70.84427645449884,1.2894705822764363,0.0,241.68585205078125,2.8819589614868164
4,19,18,29,0,29,40,65,46,-1,34.54169717382865,951.775390625,9.9268225579408,84.36531966485597,1.2815167820963123,0.0,243.48538208007812,3.3214192390441895
4,19,19,0,0,0,0,0,0,-1,33.065852497575975,952.390380859375,10.823129103088158,97.63459568846656,1.2712144859910461,0.0,247.18096923828125,3.761892080307007
4,19,20,0,0,0,0,0,0,-1,32.0258652545275,953.1156005859375,11.447608061647207,110.43655837796634,1.2550998788488656,0.0,252.7402801513672,3.9708797931671143
4,19,21,0,0,0,0,0,0,-1,31.104101965696316,953.2977294921875,12.081518670897536,122.41389184155125,1.2525402966352628,0.0,258.18206787109375,4.05439567565918
4,19,22,0,0,0,0,0,0,-1,30.268205216315152,953.447265625,12.70092659705552,132.89820467759307,1.24564566784114,0.0,262.7218017578125,4.1143059730529785
4,19,23,0,0,0,0,0,0,-1,29.45254245702273,952.9891357421875,13.384891065347398,140.65165006059027,1.2424488717203437,0.0,266.4056396484375,4.226792335510254
4,20,0,0,0,0,0,0,0,-1,28.68099113171519,952.8031616210938,14.20515205543707,143.85625979388863,1.255682079817631,0.0,269.9264831542969,4.350171089172363
4,20,1,0,0,0,0,0,0,0,27.888140567888115,952.2682495117188,15.468546281594037,141.35833067188307,1.2982333360420995,0.0,273.35455322265625,4.454931735992432
4,20,2,0,0,0,0,0,0,0,27.105165566007543,951.8108520507812,17.86533541329475,134.08217120188655,1.3606360453114723,0.0,277.4219970703125,4.51732873916626
4,20,3,0,0,0,0,0,0,3,26.233642440846893,951.8982543945312,22.60055503159031,123.86423742462352,1.4243841162574518,0.0,281.5782470703125,4.474538803100586
4,20,4,0,0,0,0,0,0,6,25.371200020373294,952.4810791015625,29.80181763618343,112.03149156009623,1.4600454488739616,0.0,285.0711669921875,4.32144021987915
4,20,5,0,0,0,0,0,0,9,24.603353586071364,953.1095581054688,37.83180303747055,99.30953273825806,1.4628721277849717,0.0,287.90478515625,4.103447437286377
4,20,6,24,0,24,24,27,26,10,25.668598543716428,953.9813842773438,39.61190851192643,86.08317753027062,1.4427840194045822,0.0,289.6622314453125,3.678382158279419
4,20,7,118,346,222,118,363,227,10,29.23558061745831,954.6021728515625,31.19915226312572,72.58114586706036,1.407793988491357,0.0,288.89447021484375,3.1198840141296387
4,20,8,187,537,464,170,572,465,7,34.07229422861002,955.0025024414062,19.18101319793128,58.95585967849104,1.377984446945336,0.0,281.1083984375,3.048588991165161
4,20,9,207,675,682,201,689,685,1,38.28820040743466,955.0314331054688,10.408270203441074,45.36532628274764,1.3558891279791334,0.0,269.631591796875,3.334084987640381
4,20,10,221,755,861,221,755,861,0,40.71011602736712,954.6018676757812,8.001792729923704,32.08286414291372,1.3527873303693851,0.0,262.48748779296875,3.4580276012420654
4,20,11,232,789,974,232,789,974,-1,42.17561321362365,954.099609375,6.8395829944381,19.959038423912645,1.3722005947551499,0.0,260.34002685546875,3.700605630874634
4,20,12,236,800,1016,236,800,1016,-1,42.83715699792242,953.2389526367188,6.294463761348898,13.03096456562021,1.406497945586028,0.0,261.24615478515625,3.9926419258117676
4,20,13,232,790,982,232,790,982,-1,42.70809295456951,952.3253173828125,6.226208503326699,18.57828136659154,1.4468835447069026,0.0,263.363525390625,4.286734104156494
4,20,14,222,758,876,222,758,876,-1,41.966852209180274,951.5209350585938,6.54304234685585,30.382347293765974,1.4877712153564162,0.0,266.2735900878906,4.481314182281494
4,20,15,203,696,708,203,696,708,-1,40.61559673808932,950.74365234375,7.214536459948998,43.58010508958528,1.5036546358938843,0.0,269.1947021484375,4.623772621154785
4,20,16,176,585,494,174,589,494,-1,38.75213309230958,950.7056274414062,8.087665916910781,57.142501245930056,1.506362293535669,0.0,271.4373779296875,4.675241947174072
4,20,17,137,360,256,127,397,258,-1,36.53636860950354,950.7706909179688,9.088155895922116,70.76162112621515,1.4853186747929756,0.0,272.498291015625,4.593019485473633
4,20,18,36,10,37,40,66,47,-1,33.91983987732522,951.2511596679688,10.575363173888173,84.27250686636343,1.4508847051667777,0.0,272.5288391113281,4.086438179016113
4,20,19,0,0,0,0,0,0,-1,32.32906397084207,951.8340454101562,11.69279949805402,97.52367494939716,1.4146413867538015,0.0,273.41424560546875,4.013917922973633
4,20,20,0,0,0,0,0,0,0,31.292561772954002,952.54443359375,12.567659878818393,110.29832857649848,1.3828920287970883,0.0,274.1095275878906,3.963573455810547
4,20,21,0,0,0,0,0,0,0,30.420003534048476,952.9959106445312,13.505512708774534,122.23647078949145,1.3840217539845447,0.0,273.8321533203125,3.970357656478882
4,20,22,0,0,0,0,0,0,0,29.623613286003376,952.82373046875,14.489801523563786,132.66717175285783,1.3957940543834315,0.0,272.807373046875,4.041126251220703
4,20,23,0,0,0,0,0,0,0,28.906419327643277,952.4234008789062,15.66290316050383,140.35740270887146,1.4188292990910014,0.0,272.2945556640625,4.172645092010498
4,21,0,0,0,0,0,0,0,1,28.173047168737355,952.189208984375,17.2613144768467,143.51607132192308,1.4472294950784494,0.0,272.70220947265625,4.339970588684082
4,21,1,0,0,0,0,0,0,2,27.410733631780886,951.6318359375,19.37686001634389,141.02083748452924,1.469563355230505,0.0,274.101806640625,4.489908218383789
4,21,2,0,0,0,0,0,0,3,26.608517345920006,951.16943359375,21.77737781153968,133.78136464301124,1.4740082938670493,0.0,276.38922119140625,4.477285861968994
4,21,3,0,0,0,0,0,0,3,25.81736858177493,951.0607299804688,24.125622800469,123.60398469749686,1.4521949822481597,0.0,278.82928466796875,4.378536224365234
4,21,4,0,0,0,0,0,0,4,25.111317068725555,951.5592651367188,26.28537650949836,111.80412109273519,1.4194771132359256,0.0,280.8143310546875,4.225921154022217
4,21,5,0,0,0,0,0,0,4,24.506905719971826,952.5025634765625,28.28101615811808,99.10639922990975,1.3819537367035128,0.0,282.13348388671875,4.05411958694458
4,21,6,23,0,23,26,31,28,5,25.922068048004178,953.1033935546875,26.531230928870674,85.89689776479179,1.3423647335427304,0.0,283.1806945800781,3.794145107269287
4,21,7,120,368,231,120,368,231,5,29.53217361675138,953.6192626953125,21.19952763465394,72.40494979543251,1.306981377558231,0.0,283.0312805175781,3.327681303024292
4,21,8,172,569,467,170,576,469,1,34.27464880047705,953.7592163085938,12.964006200608575,58.78271876391197,1.2863148367031165,0.0,276.84161376953125,3.923236608505249
4,21,9,207,676,684,201,691,689,0,37.6281155236868,953.9097290039062,9.978761518206577,45.18552668910594,1.3093148801945864,0.0,270.7977294921875,4.0985212326049805
4,21,10,221,754,862,221,754,862,0,39.86657467369315,953.7172241210938,8.721543708422159,31.878838618040284,1.385424938881426,0.0,267.1197509765625,4.060283660888672
4,21,11,231,786,972,231,786,972,0,41.34028994932572,953.0093383789062,8.131193666369692,19.69222293538408,1.5028023572970184,0.0,264.9068298339844,4.088418483734131
4,21,12,235,795,1010,235,795,1010,1,42.10443304268642,952.3715209960938,8.014750634964242,12.688360171160085,1.646074078493507,0.0,263.4429016113281,4.165983200073242
4,21,13,231,782,974,231,782,974,1,42.17466858807967,951.4445190429688,8.381321679981545,18.369016855346715,1.8016355043683494,0.0,262.06927490234375,4.246380805969238
4,21,14,220,748,866,220,748,866,2,41.5722935371474,950.7849731445312,9.036042795642528,30.2608346264879,1.9367448195015027,0.0,260.4608154296875,4.3145856857299805
4,21,15,201,685,699,201,685,699,2,40.398164909100046,950.4640502929688,9.895249549702188,43.490531783327,2.0224208054147335,0.0,258.496337890625,4.389413833618164
4,21,16,172,578,486,172,578,486,2,38.59809592254055,950.3478393554688,11.056388403226423,57.062303747598556,2.0736348750200926,0.0,256.32781982421875,4.4485859870910645
4,21,17,125,389,254,125,389,254,3,36.38103863262057,950.4264526367188,12.593263421536571,70.67912410109035,2.0975432323489023,0.0,253.84146118164062,4.458540916442871
4,21,18,42,35,46,40,66,47,3,34.20424192262959,950.9930419921875,14.374067984709443,84.17947932914602,2.107525847977534,0.0,251.39328002929688,3.967637300491333
4,21,19,0,0,0,0,0,0,3,32.949142312632034,951.5335693359375,15.642812415365604,97.4123043237227,2.113923763034872,0.0,248.18321228027344,3.916865587234497
4,21,20,0,0,0,0,0,0,3,32.16899130028901,952.0545043945312,16.64959725770624,110.15957086585301,2.1230117908232122,0.0,247.9455108642578,4.02028226852417
4,21,21,0,0,0,0,0,0,4,31.4887580131778,952.3673706054688,17.63532223503485,122.05868387051288,2.136689512608452,0.0,249.5408477783203,4.202138900756836
4,21,22,0,0,0,0,0,0,4,30.870063728172624,952.0399169921875,18.595106775843885,132.43638409093694,2.1306292441115753,0.0,251.92141723632812,4.489794731140137
4,21,23,0,0,0,0,0,0,4,30.194047632157833,951.964111328125,19.809176534566998,140.06471345478445,2.1174334445086838,0.0,255.5626220703125,4.795505046844482
4,22,0,0,0,0,0,0,0,5,29.34036101590533,951.7422485351562,21.62382547183222,143.17898945312683,2.110603418579352,0.0,260.18426513671875,4.959240913391113
4,22,1,0,0,0,0,0,0,6,28.30899999527577,951.4414672851562,24.484277793681727,140.6869293803898,2.1064230422059,0.0,265.2752685546875,4.960186004638672
4,22,2,0,0,0,0,0,0,7,26.973014638869245,951.0919189453125,28.886385773813423,133.48381072436086,2.090523128063562,0.0,269.240478515625,4.702876567840576
4,22,3,0,0,0,0,0,0,8,25.71265643488499,951.2559814453125,34.4707461218875,123.34669934180866,2.0439564158595798,0.0,271.7463073730469,4.321676254272461
4,22,4,0,0,0,0,0,0,10,24.646268667152185,951.8502197265625,40.73544096683325,111.57964823174342,2.000384465010448,0.0,272.79278564453125,3.96964430809021
4,22,5,0,0,0,0,0,0,11,23.823915018712853,952.4977416992188,47.04752223782513,98.9062505992552,1.9701773188824174,0.0,273.4989013671875,3.692484140396118
4,22,6,27,32,29,27,32,29,13,24.816163553869217,953.368408203125,47.854518875606125,85.71378870151469,1.9530081241443626,0.0,273.64984130859375,3.293118953704834
4,22,7,121,336,224,118,360,228,12,28.05369072527634,954.0309448242188,38.22195611275516,72.23223661456359,1.954448602864025,0.0,271.5787048339844,3.1806654930114746
4,22,8,168,563,461,168,563,461,9,32.17205556776827,954.498779296875,24.026316868235153,58.6134898578269,1.9866705921995433,0.0,269.4153747558594,3.5665149688720703
4,22,9,198,674,675,198,674,675,7,35.76099147979818,954.5751342773438,17.46335398926696,45.01024908824159,2.076416254968074,0.0,268.37518310546875,4.026341438293457
4,22,10,217,737,845,217,737,845,7,38.25740449105189,954.0595703125,15.196811980272459,31.68018089002011,2.1962293177669037,0.0,268.16607666015625,4.215776443481445
4,22,11,228,769,954,228,769,954,7,39.985402657696284,953.182373046875,13.921160234654096,19.431339123211643,2.3189984851509986,0.0,268.7176513671875,4.380393028259277
4,22,12,231,778,992,231,778,992,7,40.972128930589804,951.7991943359375,13.401723926195164,12.34921156185338,2.435760463910402,0.0,270.7829895019531,4.538788795471191
4,22,13,228,767,958,228,767,958,7,41.114745341447076,950.9850463867188,13.630721846246477,18.164637149707644,2.5499494020232514,0.0,274.38568115234375,4.695916175842285
4,22,14,217,734,853,217,734,853,8,40.56152692418107,950.0809936523438,14.31663598084563,30.14228037389612,2.6547174043806887,0.0,278.02716064453125,4.720268726348877
4,22,15,199,673,688,199,673,688,8,39.39932784957449,949.7412109375,15.34772225836475,43.402491893231485,2.71486828316701,0.0,281.45074462890625,4.638716220855713
4,22,16,170,567,479,170,567,479,8,37.695792587464666,949.9418334960938,16.905868744193956,56.982781896092625,2.7252721864406957,0.0,283.32623291015625,4.521693706512451
4,22,17,124,382,251,124,382,251,8,35.639562579418964,950.3533325195312,18.947354943967213,70.59675676299993,2.676505367402788,0.0,283.0528564453125,4.3142409324646
4,22,18,38,14,40,40,66,47,8,33.58790632395244,951.0557861328125,21.34214418496903,84.08622191562014,2.592231569364529,0.0,281.15093994140625,3.7516019344329834
4,22,19,0,0,0,0,0,0,8,32.2553222282512,951.6875,23.269495405212094,97.30049740344666,2.5107910202873622,0.0,279.1624755859375,3.342768669128418
4,22,20,0,0,0,0,0,0,8,31.406120650599348,952.5513916015625,24.742417146604453,110.02032433319744,2.454867963297558,0.0,279.4039611816406,3.3183510303497314
4,22,21,0,0,0,0,0,0,9,30.657887495680143,952.8651123046875,26.163109608559292,121.88060080965022,2.4505347782520506,0.0,280.4100036621094,3.343012571334839
4,22,22,0,0,0,0,0,0,9,29.94772753326083,952.871826171875,27.621220225300924,132.20594331650705,2.469902730657817,0.0,280.2919921875,3.367121696472168
4,22,23,0,0,0,0,0,0,9,29.312301590374716,952.61328125,29.078067193669106,139.77369851298937,2.519557800310896,0.0,278.7718505859375,3.483943223953247
4,23,0,0,0,0,0,0,0,9,28.68645781217532,952.2064819335938,30.762189268982265,142.84511581387153,2.6029370080223817,0.0,276.76885986328125,3.6971232891082764
4,23,1,0,0,0,0,0,0,10,28.071599297567502,951.490966796875,32.987503902715474,140.35670892194923,2.7014209347219373,0.0,274.553955078125,3.983119249343872
4,23,2,0,0,0,0,0,0,11,27.398882629285254,950.9546508789062,36.29026595166745,133.18962399544617,2.7815371695463527,0.0,271.85162353515625,3.9997589588165283
4,23,3,0,0,0,0,0,0,12,26.723541449284255,951.2801513671875,40.45143098032726,123.09249476037047,2.8295566511901438,0.0,269.193359375,3.830432415008545
4,23,4,0,0,0,0,0,0,13,26.027235047955912,952.1293334960938,45.47377776338393,111.35817700964002,2.8492759452121645,0.0,266.90283203125,3.6165926456451416
4,23,5,0,0,0,0,0,0,14,25.45772133655231,953.0570068359375,50.3425670916255,98.70917937413438,2.8461284488887806,0.0,263.7608947753906,3.3394954204559326
4,23,6,28,34,30,28,34,30,15,26.64074045803028,953.7393798828125,48.931674402110865,85.53395664971066,2.821031685305379,0.0,259.3131103515625,2.849532127380371
4,23,7,133,290,223,117,352,225,14,29.99923874927231,954.5817260742188,39.669835002351796,72.06308549502258,2.781167727271099,0.0,254.61927795410156,2.5977394580841064
4,23,8,166,551,455,166,551,455,12,34.20075964621759,954.7510986328125,26.27959961451591,58.448241220780844,2.7421153844961563,0.0,255.68316650390625,2.5756618976593018
4,23,9,196,664,667,196,664,667,10,37.69060404364507,954.7456665039062,19.68405657158627,44.839555988824436,2.7008401937575073,0.0,258.23260498046875,2.6527228355407715
4,23,10,216,729,838,216,729,838,9,40.056721397398974,954.0940551757812,16.55824210018475,31.48696736602961,2.656278850772711,0.0,261.72723388671875,2.8662400245666504
4,23,11,227,764,949,227,764,949,9,41.55806770013157,952.7601318359375,14.837934659090877,19.176538351856678,2.613082074844612,0.0,266.7252197265625,3.184763193130493
4,23,12,231,776,990,231,776,990,9,42.26964924372277,951.5271606445312,13.962051719311837,12.013607983060709,2.583599690752259,0.0,272.68695068359375,3.6220498085021973
4,23,13,228,767,958,228,767,958,8,42.266403666453414,950.6420288085938,13.661281246247349,17.96514732468617,2.5743577466419034,0.0,277.9027099609375,4.149718284606934
4,23,14,218,736,855,218,736,855,8,41.67562374972783,949.5518798828125,13.720151437281991,30.026616203526572,2.5784057050215208,0.0,282.30157470703125,4.374203205108643
4,23,15,199,676,691,199,676,691,8,40.47968850800993,949.1690673828125,14.383677070185321,43.31592539355322,2.5659361176546978,0.0,287.2734680175781,4.397704601287842
4,23,16,171,571,483,171,571,483,8,38.71192877582439,949.1873779296875,15.717692528644958,56.90389396889082,2.546557804427979,0.0,291.5479431152344,4.367076396942139
4,23,17,124,385,253,124,385,253,8,36.553665325357144,949.8175659179688,17.570494950962317,70.51449703474937,2.5160812442786864,0.0,294.7334899902344,4.199138641357422
4,23,18,36,6,37,41,68,48,8,34.379769461455226,950.3291015625,19.754578685289463,83.99273934226471,2.4769042911416,0.0,294.86663818359375,3.695950984954834
4,23,19,0,0,0,0,0,0,8,32.95265615200583,950.9735107421875,21.455525911136533,97.18826996773579,2.438800869241361,0.0,292.63702392578125,3.3109288215637207
4,23,20,0,0,0,0,0,0,8,32.03717278052284,951.6438598632812,22.73736817865611,109.88063031245909,2.4029949494714717,0.0,290.45281982421875,3.1932120323181152
4,23,21,0,0,0,0,0,0,8,31.266129894899734,951.9856567382812,23.861020372118933,121.70229327342598,2.382502883605795,0.0,287.16925048828125,3.1939899921417236
4,23,22,0,0,0,0,0,0,8,30.54630507591969,951.911865234375,24.930253618686756,131.97595203230048,2.3605393381610527,0.0,282.9203796386719,3.2891318798065186
4,23,23,0,0,0,0,0,0,8,29.887519376234593,951.4400024414062,25.944815447483414,139.4844737432768,2.3416422321144568,0.0,279.30401611328125,3.5129828453063965
4,24,0,0,0,0,0,0,0,8,29.17205864983191,950.9924926757812,27.153310581182737,142.51455136494488,2.3249765597366907,0.0,276.7147521972656,3.8138365745544434
4,24,1,0,0,0,0,0,0,8,28.40256721202013,950.7188720703125,28.756853234675813,140.0302773700179,2.3158392406518273,0.0,275.477294921875,4.112448215484619
4,24,2,0,0,0,0,0,0,9,27.595997271631063,950.4844360351562,31.33370254475899,132.8989168748526,2.3169546316952103,0.0,275.35162353515625,4.244004249572754
4,24,3,0,0,0,0,0,0,10,26.72089147561354,950.5107421875,35.631980495604296,122.84148200613123,2.3201551710693127,0.0,275.1541748046875,4.202540874481201
4,24,4,0,0,0,0,0,0,11,25.901921749050985,950.8654174804688,41.33508671485509,111.13980902730525,2.3122028737164184,0.0,275.0584716796875,4.053640365600586
4,24,5,0,0,0,0,0,0,13,25.206748303347354,951.3173217773438,47.55583788647018,98.51527549635797,2.291312715605762,0.0,274.4066162109375,3.8510634899139404
4,24,6,29,8,30,30,39,33,14,26.32458223279491,951.9627685546875,47.62156720363578,85.35745676518509,2.2556377026587,0.0,272.6797790527344,3.4587883949279785
4,24,7,119,363,232,119,363,232,14,29.74332877716506,952.2548828125,39.46371562298723,71.89755740939685,2.2082004890222855,0.0,268.9625549316406,3.3329193592071533
4,24,8,168,563,464,168,563,464,12,33.76075315168583,952.3662109375,28.367627148994806,58.28702745220622,2.1486200239150626,0.0,263.76629638671875,3.4160995483398438
4,24,9,199,676,679,199,676,679,10,37.434252413175045,952.4133911132812,20.379504833867234,44.673500233950485,2.0900571694046746,0.0,260.5490417480469,3.461047887802124
4,24,10,218,741,851,218,741,851,9,40.09426327912723,951.8052368164062,16.330387230738765,31.299265922142936,2.0436205213866416,0.0,259.3336181640625,3.6411757469177246
4,24,11,229,775,963,229,775,963,8,41.7672379764731,950.8365478515625,14.087647365395103,18.92796640885274,2.012063138772297,0.0,261.10546875,3.955719232559204
4,24,12,233,787,1004,233,787,1004,8,42.53332144983392,949.7894897460938,12.885229927620296,11.681637332918001,1.9998127409224364,0.0,265.23162841796875,4.303858280181885
4,24,13,230,778,971,230,778,971,7,42.57739624608109,948.8383178710938,12.336749905625396,17.77054481568443,2.005101956657629,0.0,270.86029052734375,4.636749267578125
4,24,14,220,746,867,220,746,867,7,41.92110572420387,948.1759033203125,12.278902683876263,29.913770054455902,2.0260592189384243,0.0,274.4857177734375,4.921115875244141
4,24,15,201,686,701,201,686,701,6,40.727038324747355,947.6032104492188,12.855513006903308,43.23077014565869,2.025611657936135,0.0,276.22088623046875,5.09722375869751
4,24,16,172,581,490,172,581,490,6,39.03415837013705,947.4892578125,14.248930764137796,56.82559578161109,2.0221613204919273,0.0,277.7309265136719,5.14825963973999
4,24,17,126,394,258,126,394,258,7,36.95621718529469,948.0645751953125,16.61474140866199,70.43231889525137,2.017477514987543,0.0,278.1993408203125,5.016239166259766
4,24,18,38,9,39,42,73,50,8,34.74499466794799,948.6134643554688,19.946541263334776,83.89902064621931,2.0015278602836637,0.0,275.97796630859375,4.376733779907227
4,24,19,0,0,0,0,0,0,9,33.32516434568237,949.1971435546875,22.643256801119115,97.07563999009876,1.965465594451435,0.0,272.33905029296875,4.1126885414123535
4,24,20,0,0,0,0,0,0,9,32.41907764756115,949.8599243164062,24.417052282201556,109.74053235764963,1.9064365909892904,0.0,269.7225036621094,4.090305805206299
